gender,id,injection-coordinates,injection-structures,product-id,strain,structure-abbrev,structure-color,structure-id,structure-name,transgenic-line
F,305380411,"[7680, 2130, 7940]","[{u'abbreviation': u'CA1', u'color': u'7ED04B', u'id': 382, u'name': u'Field CA1'}, {u'abbreviation': u'DG', u'color': u'7ED04B', u'id': 726, u'name': u'Dentate gyrus'}, {u'abbreviation': u'VISa', u'color': u'009FAC', u'id': 312782546, u'name': u'Anterior area'}]",5,C57BL/6J,CA1,7ED04B,382,Field CA1,Gad2-IRES-Cre
F,184212995,"[8750, 5200, 5550]","[{u'abbreviation': u'IPN', u'color': u'FFA6FF', u'id': 100, u'name': u'Interpeduncular nucleus'}, {u'abbreviation': u'CLI', u'color': u'FFA6FF', u'id': 591, u'name': u'Central linear nucleus raphe'}]",5,B6.129,IPN,FFA6FF,100,Interpeduncular nucleus,Ntrk1-IRES-Cre
M,524070052,"[3940, 2820, 7110]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,C57BL/6J,MOs,1F9D5A,993,Secondary motor area,Ctgf-2A-dgCre
F,277851379,"[7610, 1060, 8690]","[{u'abbreviation': u'SSp-bfd', u'color': u'188064', u'id': 329, u'name': u'Primary somatosensory area, barrel field'}, {u'abbreviation': u'VISrl', u'color': u'009FAC', u'id': 417, u'name': u'Rostrolateral visual area'}]",5,B6.FVB,VISrl,009FAC,417,Rostrolateral visual area,Nr5a1-Cre
F,159224478,"[8520, 2010, 9250]","[{u'abbreviation': u'VISal', u'color': u'08858C', u'id': 402, u'name': u'Anterolateral visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}, {u'abbreviation': u'VISli', u'color': u'08858C', u'id': 312782574, u'name': u'Laterointermediate area'}]",5,C57BL/6J,VISl,08858C,409,Lateral visual area,Syt6-Cre_KI148
F,183459175,"[6070, 5670, 5820]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}]",5,B6.129,PVH,FF5D50,38,Paraventricular hypothalamic nucleus,Avp-IRES2-Cre
M,266412788,"[5280, 2320, 6300]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,C57BL/6J,ACAv,40A666,48,"Anterior cingulate area, ventral part",Ntsr1-Cre_GN220
F,306100134,"[5710, 7130, 6180]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Gal-Cre_KI87
F,301620241,"[5600, 3600, 7120]","[{u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}]",5,,CP,98D6F9,672,Caudoputamen,Slc18a2-Cre_OZ14
F,298351630,"[8120, 1030, 8020]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,A930038C07Rik-Tg1-Cre
F,292620968,"[4450, 4320, 8290]","[{u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}]",5,C57BL/6J,CP,98D6F9,672,Caudoputamen,Cux2-CreERT2
F,294484177,"[9730, 790, 6970]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISpm', u'color': u'08858C', u'id': 533, u'name': u'posteromedial visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,Cux2-IRES-Cre
F,177322838,"[5550, 1940, 9060]","[{u'abbreviation': u'SSp-n', u'color': u'188064', u'id': 353, u'name': u'Primary somatosensory area, nose'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}]",5,B6.FVB,SSs,188064,378,Supplemental somatosensory area,Nr5a1-Cre
M,308721884,"[6900, 1210, 5820]","[{u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}]",5,B6.129,RSPv,1AA698,886,"Retrosplenial area, ventral part",Trib2-2A-CreERT2
M,119847544,"[10700, 3910, 8600]","[{u'abbreviation': u'SIM', u'color': u'FFFC91', u'id': 1007, u'name': u'Simple lobule'}, {u'abbreviation': u'AN', u'color': u'FFFC91', u'id': 1017, u'name': u'Ansiform lobule'}, {u'abbreviation': u'PRM', u'color': u'FFFC91', u'id': 1025, u'name': u'Paramedian lobule'}, {u'abbreviation': u'PFL', u'color': u'FFFC91', u'id': 1041, u'name': u'Paraflocculus'}]",5,C57BL/6J,PFL,FFFC91,1041,Paraflocculus,
F,288264753,"[7100, 860, 5820]","[{u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}]",5,,RSPv,1AA698,886,"Retrosplenial area, ventral part",Sst-IRES-Cre
F,311431544,"[5240, 7160, 6010]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Slc18a2-Cre_OZ14
F,520341802,"[8610, 1640, 2270]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISal', u'color': u'08858C', u'id': 402, u'name': u'Anterolateral visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}, {u'abbreviation': u'VISli', u'color': u'08858C', u'id': 312782574, u'name': u'Laterointermediate area'}]",35,,VISl,08858C,409,Lateral visual area,A930038C07Rik-Tg1-Cre
M,478257195,"[9370, 1320, 3350]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",36,,VISp,08858C,385,Primary visual area,A930038C07Rik-Tg1-Cre
M,397336956,"[5890, 6980, 6330]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Sdk2-CreER
F,310436191,"[4680, 5680, 8640]","[{u'abbreviation': u'SSp-m', u'color': u'188064', u'id': 345, u'name': u'Primary somatosensory area, mouth'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}, {u'abbreviation': u'PIR', u'color': u'6ACBBA', u'id': 961, u'name': u'Piriform area'}]",5,,PIR,6ACBBA,961,Piriform area,Cux2-CreERT2
F,293550435,"[11720, 4080, 7910]","[{u'abbreviation': u'IP', u'color': u'FFFDBC', u'id': 91, u'name': u'Interposed nucleus'}, {u'abbreviation': u'DN', u'color': u'FFFDBC', u'id': 846, u'name': u'Dentate nucleus'}, {u'abbreviation': u'COPY', u'color': u'FFFC91', u'id': 1033, u'name': u'Copula pyramidis'}]",5,C57BL/6J,COPY,FFFC91,1033,Copula pyramidis,Gad2-IRES-Cre
F,477836675,"[4240, 1480, 7200]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,MOp,1F9D5A,985,Primary motor area,Calb1-2A-dgCre
M,482640524,"[8770, 830, 4000]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISpm', u'color': u'08858C', u'id': 533, u'name': u'posteromedial visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,,VISp,08858C,385,Primary visual area,Scnn1a-Tg3-Cre
F,158141324,"[9360, 3040, 9630]","[{u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'PERI', u'color': u'0E9684', u'id': 922, u'name': u'Perirhinal area'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",5,C57BL/6J,VISpor,08858C,312782628,Postrhinal area,Syt6-Cre_KI148
M,298324391,"[8560, 890, 7500]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISpm', u'color': u'08858C', u'id': 533, u'name': u'posteromedial visual area'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}]",5,,VISpm,08858C,533,posteromedial visual area,A930038C07Rik-Tg1-Cre
M,160294327,"[4810, 3350, 5890]","[{u'abbreviation': u'LSc', u'color': u'90CBED', u'id': 250, u'name': u'Lateral septal nucleus, caudal (caudodorsal) part'}, {u'abbreviation': u'LSr', u'color': u'90CBED', u'id': 258, u'name': u'Lateral septal nucleus, rostral (rostroventral) part'}]",5,C57BL/6J,LSc,90CBED,250,"Lateral septal nucleus, caudal (caudodorsal) part",Sst-Cre
M,310437091,"[7000, 5120, 9310]","[{u'abbreviation': u'AIp', u'color': u'219866', u'id': 111, u'name': u'Agranular insular area, posterior part'}, {u'abbreviation': u'LA', u'color': u'90EB8D', u'id': 131, u'name': u'Lateral amygdalar nucleus'}, {u'abbreviation': u'CLA', u'color': u'8ADA87', u'id': 583, u'name': u'Claustrum'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}]",5,,LA,90EB8D,131,Lateral amygdalar nucleus,Cux2-CreERT2
M,179902073,"[6720, 2450, 7800]","[{u'abbreviation': u'CA2', u'color': u'7ED04B', u'id': 423, u'name': u'Field CA2'}, {u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}]",5,B6.FVB(ICR),CA3,7ED04B,463,Field CA3,Grp-Cre_KH288
F,528967985,"[5080, 1690, 5420]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",44,,ACAd,40A666,39,"Anterior cingulate area, dorsal part",Ai75(RCL-nT)
M,287715650,"[2690, 6120, 6690]","[{u'abbreviation': u'AON', u'color': u'54BF94', u'id': 159, u'name': u'Anterior olfactory nucleus'}, {u'abbreviation': u'PIR', u'color': u'6ACBBA', u'id': 961, u'name': u'Piriform area'}]",5,,AON,54BF94,159,Anterior olfactory nucleus,Htr2a-Cre_KM207
M,143512399,"[11470, 4890, 6550]","[{u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'MV', u'color': u'FFB3D9', u'id': 202, u'name': u'Medial vestibular nucleus'}, {u'abbreviation': u'NTS', u'color': u'FFA5D2', u'id': 651, u'name': u'Nucleus of the solitary tract'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}]",5,B6.129,MV,FFB3D9,202,Medial vestibular nucleus,Pnmt-Cre
F,157712456,"[11150, 6640, 6820]","[{u'abbreviation': u'AMB', u'color': u'FFB3D9', u'id': 135, u'name': u'Nucleus ambiguus'}, {u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'VII', u'color': u'FFB3D9', u'id': 661, u'name': u'Facial motor nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}]",5,B6.129,VII,FFB3D9,661,Facial motor nucleus,Chat-IRES-Cre
F,267032286,"[9700, 1970, 8220]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,Syt6-Cre_KI148
M,168229820,"[5210, 3000, 8840]","[{u'abbreviation': u'SSp-m', u'color': u'188064', u'id': 345, u'name': u'Primary somatosensory area, mouth'}]",5,C57BL/6J,SSp-m,188064,345,"Primary somatosensory area, mouth",Syt6-Cre_KI148
F,308879859,"[8930, 1150, 7970]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",5,B6.129,VISp,08858C,385,Primary visual area,Trib2-2A-CreERT2
M,292531359,"[11320, 1710, 6120]","[{u'abbreviation': u'CUL', u'color': u'FFFC91', u'id': 928, u'name': u'Culmen'}]",5,,CUL,FFFC91,928,Culmen,Grm2-Cre_MR90
F,182613651,"[9860, 1900, 6430]","[{u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SCs', u'color': u'FF7AFF', u'id': 302, u'name': u'Superior colliculus, sensory related'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}]",5,B6.129,SCm,FF90FF,294,"Superior colliculus, motor related",Pvalb-IRES-Cre
F,294040662,"[5690, 5020, 5870]","[{u'abbreviation': u'PT', u'color': u'FF909F', u'id': 15, u'name': u'Parataenial nucleus'}, {u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'RE', u'color': u'FF909F', u'id': 181, u'name': u'Nucleus of reuniens'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}]",5,C57BL/6J,PVH,FF5D50,38,Paraventricular hypothalamic nucleus,Gad2-IRES-Cre
F,159995481,"[9060, 3210, 7620]","[{u'abbreviation': u'IC', u'color': u'FF7AFF', u'id': 4, u'name': u'Inferior colliculus'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'NB', u'color': u'FF7AFF', u'id': 580, u'name': u'Nucleus of the brachium of the inferior colliculus'}]",5,,IC,FF7AFF,4,Inferior colliculus,Pdzk1ip1-Cre_KD31
F,287037604,"[5880, 3320, 9210]","[{u'abbreviation': u'SSp-n', u'color': u'188064', u'id': 353, u'name': u'Primary somatosensory area, nose'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}]",5,C57BL/6J,SSs,188064,378,Supplemental somatosensory area,Ntsr1-Cre_GN220
M,300889379,"[6330, 3490, 5450]","[{u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'LH', u'color': u'FF909F', u'id': 186, u'name': u'Lateral habenula'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'MH', u'color': u'FF909F', u'id': 483, u'name': u'Medial habenula'}]",5,B6.129,MD,FF909F,362,Mediodorsal nucleus of thalamus,Tac1-IRES2-Cre
M,306880368,"[5930, 7050, 6210]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Etv1-CreERT2
M,112424102,"[11520, 1460, 6530]","[{u'abbreviation': u'CUL', u'color': u'FFFC91', u'id': 928, u'name': u'Culmen'}, {u'abbreviation': u'SIM', u'color': u'FFFC91', u'id': 1007, u'name': u'Simple lobule'}]",5,C57BL/6J,CUL,FFFC91,928,Culmen,
M,298274021,"[3130, 3400, 5780]","[{u'abbreviation': u'ILA', u'color': u'59B363', u'id': 44, u'name': u'Infralimbic area'}, {u'abbreviation': u'ORBm', u'color': u'248A5E', u'id': 731, u'name': u'Orbital area, medial part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}]",5,FVB.CD1(ICR),ILA,59B363,44,Infralimbic area,Chrna2-Cre_OE25
F,265136608,"[4190, 5530, 6140]","[{u'abbreviation': u'ACB', u'color': u'80CDF8', u'id': 56, u'name': u'Nucleus accumbens'}, {u'abbreviation': u'LSr', u'color': u'90CBED', u'id': 258, u'name': u'Lateral septal nucleus, rostral (rostroventral) part'}]",5,B6.129,ACB,80CDF8,56,Nucleus accumbens,Ntrk1-IRES-Cre
F,277800995,"[3910, 2080, 7010]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,MOs,1F9D5A,993,Secondary motor area,Sst-IRES-Cre
F,300318924,"[5900, 4890, 7350]","[{u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'VAL', u'color': u'FF8084', u'id': 629, u'name': u'Ventral anterior-lateral complex of the thalamus'}, {u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}, {u'abbreviation': u'GPe', u'color': u'8599CC', u'id': 1022, u'name': u'Globus pallidus, external segment'}, {u'abbreviation': u'GPi', u'color': u'8599CC', u'id': 1031, u'name': u'Globus pallidus, internal segment'}]",5,,GPe,8599CC,1022,"Globus pallidus, external segment",Htr2a-Cre_KM207
F,292211743,"[9950, 1340, 6510]","[{u'abbreviation': u'IC', u'color': u'FF7AFF', u'id': 4, u'name': u'Inferior colliculus'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SCs', u'color': u'FF7AFF', u'id': 302, u'name': u'Superior colliculus, sensory related'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}]",5,,SCs,FF7AFF,302,"Superior colliculus, sensory related",Gad2-IRES-Cre
F,157911832,"[6130, 3830, 8250]","[{u'abbreviation': u'SSp-n', u'color': u'188064', u'id': 353, u'name': u'Primary somatosensory area, nose'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}]",5,C57BL/6J,CP,98D6F9,672,Caudoputamen,Gad2-IRES-Cre
M,180525136,"[12630, 5260, 6170]","[{u'abbreviation': u'NTS', u'color': u'FFA5D2', u'id': 651, u'name': u'Nucleus of the solitary tract'}, {u'abbreviation': u'CU', u'color': u'FFA5D2', u'id': 711, u'name': u'Cuneate nucleus'}, {u'abbreviation': u'XII', u'color': u'FFB3D9', u'id': 773, u'name': u'Hypoglossal nucleus'}, {u'abbreviation': u'DMX', u'color': u'FFB3D9', u'id': 839, u'name': u'Dorsal motor nucleus of the vagus nerve'}, {u'abbreviation': u'PAS', u'color': u'FFB3D9', u'id': 859, u'name': u'Parasolitary nucleus'}, {u'abbreviation': u'GR', u'color': u'FFA5D2', u'id': 1039, u'name': u'Gracile nucleus'}, {u'abbreviation': u'MDRNv', u'color': u'FFB3D9', u'id': 1107, u'name': u'Medullary reticular nucleus, ventral part'}]",5,B6.129,NTS,FFA5D2,651,Nucleus of the solitary tract,Tac1-IRES2-Cre
M,180523704,"[7050, 2670, 8220]","[{u'abbreviation': u'CA2', u'color': u'7ED04B', u'id': 423, u'name': u'Field CA2'}, {u'abbreviation': u'CA3', u'color': u'7ED04B', u'id': 463, u'name': u'Field CA3'}]",5,C57BL/6J,CA3,7ED04B,463,Field CA3,
M,292532771,"[7690, 1900, 6550]","[{u'abbreviation': u'CA1', u'color': u'7ED04B', u'id': 382, u'name': u'Field CA1'}, {u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'DG', u'color': u'7ED04B', u'id': 726, u'name': u'Dentate gyrus'}]",5,FVB.CD1(ICR),CA1,7ED04B,382,Field CA1,Ppp1r17-Cre_NL146
M,301062306,"[7840, 5380, 6790]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'PSTN', u'color': u'F2483B', u'id': 364, u'name': u'Parasubthalamic nucleus'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SNr', u'color': u'FF90FF', u'id': 381, u'name': u'Substantia nigra, reticular part'}, {u'abbreviation': u'SUM', u'color': u'FF4C3E', u'id': 525, u'name': u'Supramammillary nucleus'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}]",5,C57BL/6J,VTA,FF90FF,749,Ventral tegmental area,Calb2-IRES-Cre
M,304675254,"[11400, 4460, 7950]","[{u'abbreviation': u'IP', u'color': u'FFFDBC', u'id': 91, u'name': u'Interposed nucleus'}, {u'abbreviation': u'DCO', u'color': u'FFA5D2', u'id': 96, u'name': u'Dorsal cochlear nucleus'}, {u'abbreviation': u'DN', u'color': u'FFFDBC', u'id': 846, u'name': u'Dentate nucleus'}]",5,C57BL/6J,DN,FFFDBC,846,Dentate nucleus,Gad2-IRES-Cre
M,159375036,"[5530, 4670, 6350]","[{u'abbreviation': u'PT', u'color': u'FF909F', u'id': 15, u'name': u'Parataenial nucleus'}, {u'abbreviation': u'AM', u'color': u'FF909F', u'id': 127, u'name': u'Anteromedial nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}]",5,B6.FVB,BST,B3C0DF,351,Bed nuclei of the stria terminalis,Sim1-Cre
M,519486602,"[9500, 1020, 3830]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,,VISp,08858C,385,Primary visual area,A930038C07Rik-Tg1-Cre
M,268165349,"[10910, 2000, 7820]","[{u'abbreviation': u'SIM', u'color': u'FFFC91', u'id': 1007, u'name': u'Simple lobule'}]",5,FVB.CD1(ICR),SIM,FFFC91,1007,Simple lobule,Ppp1r17-Cre_NL146
M,528328648,"[9560, 4770, 1650]","[{u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}]",44,C57BL/6J,ENTl,32B825,918,"Entorhinal area, lateral part",Ai75(RCL-nT)
M,168094300,"[4550, 4780, 5800]","[{u'abbreviation': u'LSr', u'color': u'90CBED', u'id': 258, u'name': u'Lateral septal nucleus, rostral (rostroventral) part'}, {u'abbreviation': u'MS', u'color': u'96A7D3', u'id': 564, u'name': u'Medial septal nucleus'}]",5,C57BL/6J,MS,96A7D3,564,Medial septal nucleus,Gnrh1-Cre
M,277618054,"[11050, 5160, 7230]","[{u'abbreviation': u'MV', u'color': u'FFB3D9', u'id': 202, u'name': u'Medial vestibular nucleus'}, {u'abbreviation': u'LAV', u'color': u'FFB3D9', u'id': 209, u'name': u'Lateral vestibular nucleus'}, {u'abbreviation': u'SPIV', u'color': u'FFB3D9', u'id': 225, u'name': u'Spinal vestibular nucleus'}, {u'abbreviation': u'x', u'color': u'FFB3D9', u'id': 765, u'name': u'Nucleus x'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}]",5,C57BL/6J,MV,FFB3D9,202,Medial vestibular nucleus,
M,293433283,"[2610, 3220, 6850]","[{u'abbreviation': u'FRP', u'color': u'268F45', u'id': 184, u'name': u'Frontal pole, cerebral cortex'}, {u'abbreviation': u'ORBl', u'color': u'248A5E', u'id': 723, u'name': u'Orbital area, lateral part'}, {u'abbreviation': u'ORBvl', u'color': u'248A5E', u'id': 746, u'name': u'Orbital area, ventrolateral part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,ORBvl,248A5E,746,"Orbital area, ventrolateral part",Tlx3-Cre_PL56
F,178283952,"[11770, 6840, 6440]","[{u'abbreviation': u'IO', u'color': u'FFB3D9', u'id': 83, u'name': u'Inferior olivary complex'}, {u'abbreviation': u'LRN', u'color': u'FFB3D9', u'id': 235, u'name': u'Lateral reticular nucleus'}, {u'abbreviation': u'MARN', u'color': u'FFB3D9', u'id': 307, u'name': u'Magnocellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}]",5,C57BL/6J,MARN,FFB3D9,307,Magnocellular reticular nucleus,Gal-Cre_KI87
M,114473794,"[11100, 1490, 5600]","[{u'abbreviation': u'CUL', u'color': u'FFFC91', u'id': 928, u'name': u'Culmen'}]",5,C57BL/6J,CUL,FFFC91,928,Culmen,
M,264249312,"[6420, 960, 6640]","[{u'abbreviation': u'SSp-tr', u'color': u'188064', u'id': 361, u'name': u'Primary somatosensory area, trunk'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",5,B6.129,RSPagl,1AA698,894,"Retrosplenial area, lateral agranular part",Esr1-2A-Cre
